CASE_UUID,FILE_UUID,FILE_NAME,EXPERIMENTAL_STRATEGY,SAMPLE_UUID
5452ffd8-0408-4a78-b2fd-f1e0b0d05276,867d0093-6c6b-4507-8a15-4332702caebd,TCGA-DX-A8BR-01A-01-TSA.8B35E659-6C39-40FF-8543-E3154FE38893.svs,Tissue Slide,01d4c0b5-ba01-4672-82f0-66a7bd5d0073
5452ffd8-0408-4a78-b2fd-f1e0b0d05276,32e947e8-24cc-4286-a956-5aabc917ddb5,fcec5c6d-e5d3-45a9-b99e-bbbaea39b8c3.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,01d4c0b5-ba01-4672-82f0-66a7bd5d0073
93e78f4c-e74b-4675-8d2c-d641fa25d8f2,530b5cef-85eb-4ee2-b21a-a5014ebc8c64,08159a41-8f71-42a3-94a7-c4f9579e5b34.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,01dee5bc-b28d-4251-8875-b0acb02a1000
93e78f4c-e74b-4675-8d2c-d641fa25d8f2,fefe556a-5ede-4d25-a4dd-a4d0cb03ed89,TCGA-G9-7523-01A-01-TS1.946b3311-92c7-4023-aed3-16d4280a9725.svs,Tissue Slide,01dee5bc-b28d-4251-8875-b0acb02a1000
93e78f4c-e74b-4675-8d2c-d641fa25d8f2,2e1f0b99-4fec-4476-a334-e3a9aa8f6071,TCGA-G9-7523-01A-01-BS1.e163a490-6c6b-49f0-a32f-e614ee8d38b3.svs,Tissue Slide,01dee5bc-b28d-4251-8875-b0acb02a1000
b3a9b0be-2ccb-4e55-b72c-3f218ca46a3e,9e969cab-9be7-4aa5-957f-5868071cd1c7,3aab23a2-8dab-434e-8a9c-65ead8d76cbc.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,01e18722-e4e2-42a3-a8c4-3ca7bee2edf5
b3a9b0be-2ccb-4e55-b72c-3f218ca46a3e,fded9ea6-4fb7-45be-80a7-65ab4806e9ca,TCGA-BP-4962-01A-01-TS1.2dba4b69-13c4-40da-a902-d0ae1e03c193.svs,Tissue Slide,01e18722-e4e2-42a3-a8c4-3ca7bee2edf5
b3a9b0be-2ccb-4e55-b72c-3f218ca46a3e,5ddb1fcb-4b92-4d93-95ef-40657d26f073,TCGA-BP-4962-01A-01-BS1.7f236204-b8ca-4fe3-bf95-93c34c0b7130.svs,Tissue Slide,01e18722-e4e2-42a3-a8c4-3ca7bee2edf5
3d3e1db7-716b-4f0f-84b9-2d2f11c9390f,81e62656-10b6-44fc-9c91-67e9edf4de1b,TCGA-HE-7130-01A-01-BS1.2c5e94ae-b862-4aa7-9b80-582ae75a2c54.svs,Tissue Slide,01f8fcc3-704c-429f-8459-cb83e2fe58da
3d3e1db7-716b-4f0f-84b9-2d2f11c9390f,93c5f202-f0fc-4cba-941c-7abd32f018e2,TCGA-HE-7130-01A-01-TS1.fe970f97-236a-4568-a61b-5ca0e9ad55bc.svs,Tissue Slide,01f8fcc3-704c-429f-8459-cb83e2fe58da
3d3e1db7-716b-4f0f-84b9-2d2f11c9390f,baeba562-4e8c-46e0-acc5-e7114afc9845,9a45221f-36ec-4edd-98c3-30400f429ba0.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,01f8fcc3-704c-429f-8459-cb83e2fe58da
c2395f04-e248-4091-855d-802b1b871f29,103936b4-1f39-4b5c-b5d9-326553787660,TCGA-DY-A1H8-01A-02-TSB.3aceb838-ba3c-4f5b-a336-fa60f84c68e4.svs,Tissue Slide,021bd9eb-be6d-4493-8b45-11946e45b43f
c2395f04-e248-4091-855d-802b1b871f29,6ae8b56b-3575-489a-af8c-7edb38b1f341,4db3046e-1628-4cd7-a362-d169176d9fd8.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,021bd9eb-be6d-4493-8b45-11946e45b43f
60778da8-d99e-4e51-96a2-3e900b3978d9,138caf93-f34e-4ba1-8933-cb00245ea44d,TCGA-AG-3999-01A-01-TS1.96dcba55-ad23-4cbc-ab02-00da3ff4d960.svs,Tissue Slide,022ba0b0-f8cc-474c-9fb9-7928b45fd756
60778da8-d99e-4e51-96a2-3e900b3978d9,e1d77ede-9f49-4c65-91ee-2685203f60a5,701e70ac-31d2-4e78-95e1-3fa2bb466e83.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,022ba0b0-f8cc-474c-9fb9-7928b45fd756
60778da8-d99e-4e51-96a2-3e900b3978d9,6a30ac57-7bc0-45be-a07e-5a5d72295479,TCGA-AG-3999-01A-01-BS1.afbd2d7c-2260-4620-84e9-bbd317ce4582.svs,Tissue Slide,022ba0b0-f8cc-474c-9fb9-7928b45fd756
5467fb35-7cb4-4d13-a0bb-fe727d5b7bb1,0654a78f-c19c-49e4-8477-c6bd3ba94055,2e2c77d1-cd34-473a-b3ed-b326a57e7b75.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,023378d5-5729-407a-9633-9f4dee67c869
5467fb35-7cb4-4d13-a0bb-fe727d5b7bb1,8524ecab-aa22-4bc0-a1bc-cac746062e2b,TCGA-DX-A1L1-01A-01-TSA.B6972B9A-35AD-4538-AC12-4BFCEA8B13E4.svs,Tissue Slide,023378d5-5729-407a-9633-9f4dee67c869
dfd2c288-5054-4fc1-9cae-f437779dc2de,98ca487a-a503-459a-8665-11a3caf8bce5,e7face74-33fc-4183-ac7f-d38af1dbc54b.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,023ec3a2-e4e5-4663-81a3-e46a30e940d4
dfd2c288-5054-4fc1-9cae-f437779dc2de,8e533900-8041-434f-bc43-5123fd95b7f9,TCGA-B0-5697-01A-01-BS1.e881de55-0f66-4db4-8aa9-e75b94b23fab.svs,Tissue Slide,023ec3a2-e4e5-4663-81a3-e46a30e940d4
dfd2c288-5054-4fc1-9cae-f437779dc2de,f2ebd7d2-1b77-41fb-a7ea-0660121b69da,TCGA-B0-5697-01A-01-TS1.39f11e62-b417-4c86-a039-134d63aaa355.svs,Tissue Slide,023ec3a2-e4e5-4663-81a3-e46a30e940d4
1cdb170b-9765-45ee-9e3e-388d0a419746,759438e3-1cf2-45e0-8bda-cd2707236b98,TCGA-BP-4158-01A-01-BS1.3ddddfdc-0f09-4167-97e3-1a94bc12ae9f.svs,Tissue Slide,0246c572-d68d-468e-a3fe-36ec934762e6
1cdb170b-9765-45ee-9e3e-388d0a419746,0dd52fcc-8aea-4cb5-9680-9c35686cafc6,TCGA-BP-4158-01A-02-BS2.005df87d-9fde-4dda-bba9-14d7ff423969.svs,Tissue Slide,0246c572-d68d-468e-a3fe-36ec934762e6
1cdb170b-9765-45ee-9e3e-388d0a419746,ea7e9f5a-844c-4cf4-8f0a-7deab41b5233,6808a3b5-b9cd-45e7-a888-47ebeb735010.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,0246c572-d68d-468e-a3fe-36ec934762e6
c01afa58-af3f-40f1-b4fe-36909ae3871e,8c7f9152-fe52-437c-90d9-f26ec88e1950,TCGA-BP-4970-01A-01-TS1.80849693-ae09-4346-9076-85b0ca8daac9.svs,Tissue Slide,0255efbd-9e20-4b51-a18d-0814e138572d
c01afa58-af3f-40f1-b4fe-36909ae3871e,c10249f3-cb41-4aaa-a6ad-24b5190bb36f,TCGA-BP-4970-01A-01-BS1.706db650-ae64-476f-af1c-eeb79f238d56.svs,Tissue Slide,0255efbd-9e20-4b51-a18d-0814e138572d
c01afa58-af3f-40f1-b4fe-36909ae3871e,ab55b80d-abac-431c-bd6e-e5e1ed46210f,d1d3a640-c81d-4636-ae22-cc0e6c1d289d.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,0255efbd-9e20-4b51-a18d-0814e138572d
a83802da-0219-4cf1-9560-16295363491d,cb6cee1a-43a4-40c3-9af7-91bc299ed5ab,18496158-0c5e-4f32-a8bc-3c946dad43c3.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,025977a6-91d8-449c-929e-a064e31fdda4
a83802da-0219-4cf1-9560-16295363491d,129aafa0-c26c-4c5e-b616-bd0540cbd02b,TCGA-WC-A884-01A-01-TS1.365BB01E-F492-4A5B-B353-783AABE3A41A.svs,Tissue Slide,025977a6-91d8-449c-929e-a064e31fdda4
debd7156-8b97-4bdf-9dd9-7e469277d252,2f2407d7-dcb8-436d-bb4f-53c63844b738,TCGA-EB-A4P0-01A-04-TSD.3A0ACBE9-4CBC-4492-AC1B-61A3E77CEBB3.svs,Tissue Slide,025c829c-375b-41eb-afb4-069db0f5bc3d
debd7156-8b97-4bdf-9dd9-7e469277d252,60b9da6a-d9d4-42c2-b2dc-6d8242cf1567,b6a7e87e-2674-4a48-a3c2-c8a9806762b5.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,025c829c-375b-41eb-afb4-069db0f5bc3d
1bcb1132-a9fc-4f03-bbed-abaf80c7a24a,17ddf15f-80b7-4c8a-9cf6-d77bcb3e99f0,3a9150da-3e71-4b7e-a5d5-66b7321685dd.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,026fcc86-6f9d-4a61-aafe-97c8f6cc4ba5
1bcb1132-a9fc-4f03-bbed-abaf80c7a24a,2084ac0d-2e3c-4752-aef0-1dcb5c21bf60,TCGA-YL-A9WH-01A-01-TS1.0AC72DF1-8DD2-4502-818A-26AFD25A6FEA.svs,Tissue Slide,026fcc86-6f9d-4a61-aafe-97c8f6cc4ba5
ceb45393-54ee-4801-8c6f-c0aa66e37e60,8b0a21bd-dc4e-4831-b735-9872dbff13d6,21e5a870-f00c-4bb9-a1bf-66291ab0d80a.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,027065bf-61ad-47e1-a0ac-73db6e62c647
ceb45393-54ee-4801-8c6f-c0aa66e37e60,99d1d4d8-ba30-4408-948e-207cd0e75c46,TCGA-YD-A9TA-06A-01-TS1.6025C24B-290B-47AB-A439-76A88FE2BF05.svs,Tissue Slide,027065bf-61ad-47e1-a0ac-73db6e62c647
b6b1dc9a-91f4-4b0a-afd5-62c9a90c0d5e,52151eca-7819-496e-bf31-4875b68d429d,34478743-530d-4d71-a124-90ad54ded5c1.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,028490aa-d6f3-4366-821a-7cb2c604eff1
b6b1dc9a-91f4-4b0a-afd5-62c9a90c0d5e,a8d9b63f-f3b6-4fe0-bdee-c6086b73dabe,TCGA-AC-A2FM-11B-01-TS1.DEFA6432-60A4-4DDA-A3DA-3AF61B937CAB.svs,Tissue Slide,028490aa-d6f3-4366-821a-7cb2c604eff1
b6b1dc9a-91f4-4b0a-afd5-62c9a90c0d5e,25907f44-2fc7-40e2-b11c-cfd888cc5813,TCGA-AC-A2FM-11B-02-TS2.A7F8DBD1-FE91-4133-8CED-739952CF6AFA.svs,Tissue Slide,028490aa-d6f3-4366-821a-7cb2c604eff1
b6b1dc9a-91f4-4b0a-afd5-62c9a90c0d5e,e6ed2501-e1cb-494f-816e-7c926af8e074,TCGA-AC-A2FM-11B-03-TS3.6BFDC237-1528-48AA-9072-319266B7AAAD.svs,Tissue Slide,028490aa-d6f3-4366-821a-7cb2c604eff1
60cfa29f-4770-4ee4-aa37-787f53155662,75e3a608-3417-4c81-a926-9891cabefd70,TCGA-VS-A9UD-01A-01-TSA.7445BB75-DE05-4763-88A0-3184440169BA.svs,Tissue Slide,0297296c-67da-430d-bb1d-6c21435e37c1
60cfa29f-4770-4ee4-aa37-787f53155662,eff6f04c-419d-4fc9-9c2c-eec2c0e208a4,7c2d1ee3-0e66-4760-8795-d4aaf422cf0f.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,0297296c-67da-430d-bb1d-6c21435e37c1
7f91a0c5-d639-48ea-b3f7-b6f385e047ed,ab862768-402d-47b1-b356-92fbdb11cf4e,TCGA-AJ-A3OL-01A-01-TSA.0F63B35F-5939-4489-B523-DEE4E02B7BC5.svs,Tissue Slide,029e5e0d-9f4e-4031-a5f2-0187c2b70879
7f91a0c5-d639-48ea-b3f7-b6f385e047ed,efa4a790-a3b4-441d-a707-166832f149bc,676ebe30-6ee9-46ef-a6ba-fe916fd4893c.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,029e5e0d-9f4e-4031-a5f2-0187c2b70879
539bbbed-43fb-4fef-9c67-6406f58b186a,1dd5828f-8e81-4196-992f-70b8203c915f,e4e983eb-2aa3-4858-b67f-9cc70452768c.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,02ec11f4-1d26-4d2f-babe-d576ebfff1c7
539bbbed-43fb-4fef-9c67-6406f58b186a,42f3b7d4-7ec3-413e-b180-47dcc6f3396c,TCGA-E9-A248-01A-01-TSA.380e7173-408d-4d01-bcd0-cb74177448fc.svs,Tissue Slide,02ec11f4-1d26-4d2f-babe-d576ebfff1c7
3b1666cf-879d-4910-a0af-e5c9acbcc109,66ecd61a-1752-4638-8653-0b022c2664c9,TCGA-DX-A6BB-01A-01-TSA.16B7F79E-079B-4391-B959-7F8A35D07825.svs,Tissue Slide,030ed394-9316-4ce3-96e3-680e3bcb1595
3b1666cf-879d-4910-a0af-e5c9acbcc109,03ae7a6a-a7fe-4dc1-9320-21450b15b449,2d63e353-f97d-43dc-b07c-705b583a06a5.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,030ed394-9316-4ce3-96e3-680e3bcb1595
cca5717d-226d-4390-a99b-c7aed6d9d70e,5b781070-cfe5-454c-865d-0bdbd4fc0bd1,TCGA-AP-A0LG-01A-01-BSA.a7e14a9a-8172-4e41-b6bd-de60f3c1330d.svs,Tissue Slide,031667f8-38d9-4df3-a18e-32cc426d234b
cca5717d-226d-4390-a99b-c7aed6d9d70e,c970cda2-09e2-4873-9a98-7c8251dfa43f,dddbb4fe-4c79-4f38-9105-1caf7678e971.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,031667f8-38d9-4df3-a18e-32cc426d234b
cca5717d-226d-4390-a99b-c7aed6d9d70e,07cb774e-31e2-4d69-9625-2da76007f524,TCGA-AP-A0LG-01A-01-TSA.baf8495c-f210-4bd6-99bd-3f6d558aea44.svs,Tissue Slide,031667f8-38d9-4df3-a18e-32cc426d234b
