CASE_UUID,FILE_UUID,FILE_NAME,EXPERIMENTAL_STRATEGY,SAMPLE_UUID
04af44fc-c487-4005-b3cb-cb64815824a2,99864318-f38e-468c-ba62-3efeb0a0b5a8,TCGA-B6-A0IO-01A-01-BSA.cf2b4dcc-dc57-4de0-a8f8-e2268f8501e4.svs,Tissue Slide,476b6ab5-f108-4280-9d53-7eb75fe17e4a
09c2bc35-c21f-4aa4-ac30-0d8db02ad811,251336b9-396a-43c0-9277-e848a7d38f49,TCGA-A8-A09Q-01Z-00-DX1.C7240AFB-5971-4577-812C-A255C249001A.svs,Diagnostic Slide,5d31bbe4-e045-46b5-a976-fec58f929316
09c2bc35-c21f-4aa4-ac30-0d8db02ad811,43bc0771-abb7-4b6c-9ff2-e3e7ab2d6909,TCGA-A8-A09Q-01A-01-BS1.4f8c6124-a269-4b1f-ab08-efc7806ca913.svs,Tissue Slide,6f8b48ba-ef24-4d33-a0c3-bc900a6c8cd2
00a2d166-78c9-4687-a195-3d6315c27574,af35bcd1-00e0-4400-8b0d-0abf457f950e,TCGA-AN-A0AM-01A-01-BSA.1736e9ff-6a00-45e7-8ab9-b81018eea03f.svs,Tissue Slide,2e4b5ba3-ccc8-40f6-80ac-edaea1685204
011b9b2d-ebe5-42bf-9662-d922faccc7a1,dab8b8a4-84ca-4d1c-873d-66007379f075,TCGA-A7-A26E-01Z-00-DX1.BA4A7E28-0563-4C23-82D0-AB34A2E79AE3.svs,Diagnostic Slide,a31f72f8-15c5-40af-a906-98eac28181d9
011b9b2d-ebe5-42bf-9662-d922faccc7a1,301cc43e-aa04-4707-9e65-2d00d73634ed,TCGA-A7-A26E-01B-03-BS3.73D008C5-F88B-4D9F-A333-296FAB5B0526.svs,Tissue Slide,e716eb8a-dccd-4f17-9bdc-e64dc2f0fd69
011b9b2d-ebe5-42bf-9662-d922faccc7a1,504ff2c0-f5a4-4b05-8ed2-39e57b65af8c,TCGA-A7-A26E-01B-06-BS6.071B5BA3-05A2-46B2-A1D6-80E1F34B33C5.svs,Tissue Slide,e716eb8a-dccd-4f17-9bdc-e64dc2f0fd69
0130d616-885e-4a6c-9d03-2f17dd692a05,21378862-fb3a-46b7-9044-5bf09f0938b9,TCGA-D8-A1XY-01A-01-TS1.2e8a6af7-420f-4738-a8e8-0aa5befddff5.svs,Tissue Slide,c216cce6-3e13-466e-942d-348f9f803ab2
0130d616-885e-4a6c-9d03-2f17dd692a05,1af1ce83-19e4-40a1-a0d8-d0325c0883c9,TCGA-D8-A1XY-01Z-00-DX1.AC051FB4-1D51-449B-BF2D-9DDB4382414C.svs,Diagnostic Slide,37cc2cf6-b57d-4f29-8e50-a5fb2b81826e
01674b2c-5cf2-478f-84a1-f69c39f47bd4,4ca8334d-01f8-4510-9268-cd34cf867e78,TCGA-EW-A1P7-01A-02-TSB.5628be59-b3f9-493a-9e68-053187bbb7d3.svs,Tissue Slide,3d164bd9-7416-47af-a102-29954e3efe2c
01eef340-598c-4205-a990-cec190ac2ca5,11faafb6-b10a-49a5-a55d-d6b9ec843ae8,TCGA-B6-A0IQ-01Z-00-DX1.662EA039-825E-41FF-91D6-021EB0E099BD.svs,Diagnostic Slide,663be580-d861-4e00-8bb5-fcba950e1aef
02bbb632-0f7f-439d-b8f0-c86a06237424,ce344ff3-cb19-425a-93e5-d5adbd746e2b,TCGA-AC-A2FB-01A-01-TS1.36526F45-F01A-4CE1-BD6A-C10BE2CF96B1.svs,Tissue Slide,7e2ed541-38ee-473f-ac5d-3cae6f5d9a56
02bbb632-0f7f-439d-b8f0-c86a06237424,8aecf9c0-9777-4ed3-b5cc-c857a0291b6c,TCGA-AC-A2FB-01Z-00-DX1.A4D93E32-BBD7-45E4-8ACF-3724B059ECBC.svs,Diagnostic Slide,cbad9ab1-1d25-46d4-ba57-2bf9e10a0bad
02bbb632-0f7f-439d-b8f0-c86a06237424,1685ee1c-ca9e-4245-83a8-7b73a1a8f33d,TCGA-AC-A2FB-11A-01-TSA.BE184AB7-924E-4564-9296-B6B71B1C7D43.svs,Tissue Slide,2c9b563c-6f22-4a54-a232-ce7974b30458
02bed00f-bef7-4fb7-b243-540354990e45,2d82f850-0edd-4737-99c1-1060d0f51340,TCGA-A2-A0T1-01Z-00-DX1.CD1E9C46-18A3-466B-AA0B-24F3055FA851.svs,Diagnostic Slide,153383b6-9e2b-45a4-943e-e70b74502d16
02e6f999-24f2-4ad2-9b92-df3ee2b082e5,9b8dec44-e674-4dc7-a8a8-c962c907b64b,TCGA-D8-A1JC-01Z-00-DX2.854ABF5D-40F1-48AE-802F-97D75497F1FD.svs,Diagnostic Slide,88f3f128-e58a-4d90-b184-193696898c12
03565036-b6d3-432f-8d9a-7099818e0788,c31e76a9-7210-44b4-8645-7b174efa3b67,TCGA-AO-A0JC-01A-01-TSA.261a41f2-e0b3-4c3b-bd16-ce6a61d1454c.svs,Tissue Slide,63aa7e64-3d7c-43e8-87fa-f52855faed80
05135396-df5c-49db-b34e-f4add5b65a2b,c0236e8b-daa3-49df-a088-f0cc20a41f1a,TCGA-BH-A204-11A-05-TSE.0200bd2e-e94b-479e-910f-709a4e197250.svs,Tissue Slide,8511971e-372e-4dc1-96a9-3fea2298393b
05135396-df5c-49db-b34e-f4add5b65a2b,0b448eda-6872-4b89-86a6-f8ebc43c2c9f,TCGA-BH-A204-01A-01-TSA.d4576e96-4fb5-44cd-95bd-9ba9bd5cce83.svs,Tissue Slide,a28d9c46-4774-4167-8c1e-ee95436c7b2e
05135396-df5c-49db-b34e-f4add5b65a2b,ef080f83-d45f-4c82-a0ef-b48689450bf5,TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F.svs,Diagnostic Slide,68ea0e09-96c6-46e1-a233-c9eaac180f61
035cb359-eac3-484a-9e88-3ddc739440a3,abda6d98-915a-4846-a942-2ef8a699e6d2,TCGA-BH-A0DX-01A-01-BSA.6a01c1b0-28e9-4d6a-9114-d53b17130c02.svs,Tissue Slide,7b420e74-ed0d-416b-8355-9a80a61d6a4b
035cb359-eac3-484a-9e88-3ddc739440a3,c5c4127d-d1c1-4aac-a684-2616eadb1425,TCGA-BH-A0DX-01A-01-TSA.326ef6ce-5ee6-4b23-ab87-199c55107405.svs,Tissue Slide,7b420e74-ed0d-416b-8355-9a80a61d6a4b
035cb359-eac3-484a-9e88-3ddc739440a3,248c960a-1ed6-4393-9bdd-82dffe30786e,TCGA-BH-A0DX-01Z-00-DX1.45C27E71-9A0A-400E-93A9-5CE7780F3C5E.svs,Diagnostic Slide,b8d0ae22-5be7-42af-a63b-f57971cbcf1f
0772cdbe-8b0d-452b-8df1-bd70d1306363,8b6294dc-33a2-420d-b01e-351bafd0d486,TCGA-BH-A0W4-01A-01-TSA.f592ae5d-5e10-4502-ba88-cea79f42f77e.svs,Tissue Slide,5a800052-150a-4273-9d5d-0ce48be4fd8a
058dcb78-bed1-40c3-a6c2-a0cc40065531,23bcc260-ef87-42b0-a579-e14d68471094,TCGA-A2-A0T3-01A-02-BSB.19f759a7-4b0f-43f3-b1ac-bce827f93fc6.svs,Tissue Slide,78f8b01e-292f-4131-a3ef-4f9faec7913a
03ab1e9f-4918-404d-b178-3a4fd929c5e8,3a2838cc-19df-4ed1-94dc-008a8415dcd6,TCGA-C8-A137-01A-01-TSA.57af3fa1-031f-4417-8f9f-8a4fbc484d91.svs,Tissue Slide,69f11430-f6f2-46bd-ba02-f09cec02e168
03c143e0-d8a1-4d60-a4a3-df0501fc6b6e,e24263da-233c-4768-a42b-ee66658db638,TCGA-E9-A1N3-01Z-00-DX1.608fb360-17bf-4f85-b090-b8fc867831a3.svs,Diagnostic Slide,0d04aaca-30ae-4057-8bb1-48b817e4c97e
08306ede-e74b-4be9-b768-7fd98647b6ac,50f9d66e-152a-4ae6-8e8a-7c6be4ca34bd,TCGA-A2-A0T6-01Z-00-DX1.207A3883-5B41-40EB-95A1-D64C9610650B.svs,Diagnostic Slide,075ab081-4d27-4173-9946-0cf802ffdde9
045c13ef-3db7-4adf-b0a3-23338f0479f3,cf230bf5-e609-4d55-bdfb-ef11400b7014,TCGA-B6-A0I6-01A-01-BSA.396e5da4-a3b2-4e76-8866-1d78438eaf1c.svs,Tissue Slide,14423610-4958-43f4-9a75-1a61c1293024
045c13ef-3db7-4adf-b0a3-23338f0479f3,b05f7d3c-6e83-4981-a831-e83db9e2f0c5,TCGA-B6-A0I6-01Z-00-DX1.D597D207-BEB2-4CE5-B315-FE7AD6E9C30B.svs,Diagnostic Slide,833aff90-6480-4561-85bf-25ab20156b89
0930e97a-72ea-4bd5-b2f0-50c76af695f3,1f9c23cf-acbe-40be-8c69-515b9cf99afa,TCGA-GM-A3XN-01A-01-TS1.C388AECE-6C86-45CF-B9D3-12FC451B8A4D.svs,Tissue Slide,281f2be7-7fb2-46f2-9a4a-033db48329a1
0930e97a-72ea-4bd5-b2f0-50c76af695f3,88a55e15-121d-41d9-a2a1-b40567408902,TCGA-GM-A3XN-01Z-00-DX1.49F5C8AC-0328-4BC2-9FE2-E7150B7A42E2.svs,Diagnostic Slide,84ca0457-6c38-442a-91c6-754469364cb5
048549cf-d0a5-4743-a0a1-2004f7cc2b08,00ab866f-a0a3-44c0-ad14-c9dc833239a7,TCGA-AC-A3BB-01Z-00-DX1.CE889249-2A5E-44DA-B04E-746BE82CD805.svs,Diagnostic Slide,589d4624-1850-4aec-b901-6ef8fbfda614
09a5e9fd-d816-4f8c-baa9-0e40ba607b16,6e522836-017d-4e4e-96fc-bc609050d301,TCGA-LL-A7SZ-01A-03-TS3.78056052-E9C1-4D16-9080-44FE17A91DFE.svs,Tissue Slide,b1379238-cffe-492c-acaa-f8f0b0f733ff
08da7c4c-3067-4bcf-9d7a-78566df72e69,3bea9c76-8a31-4fc2-a05a-7c7d3f7a8a2a,TCGA-B6-A0RE-01A-01-BS1.b3d8a60d-a66a-4cf3-8616-edc125bf48f1.svs,Tissue Slide,270be245-2239-4e96-a917-79cca40868ba
09d6e904-7184-4788-8a19-04f8c46cb13f,b7980d06-0423-4f05-81b2-4244d9084c34,TCGA-BH-AB28-11A-02-TSB.B0A6CAB1-C4F1-4B1C-9767-4061076F0758.svs,Tissue Slide,bb128895-972c-48ab-8cb4-ffa9e6448692
011b9b2d-ebe5-42bf-9662-d922faccc7a1,6725b74e-f568-4d61-a6b6-27dbc04eced5,TCGA-A7-A26E-01A-01-TSA.c3b5e8a1-130a-41b4-b05f-06f86abd3e21.svs,Tissue Slide,d6023f30-0d07-4839-98d1-0b22b366cc51
01263518-5f7c-49dc-8d7e-84b0c03a6a63,ca044f51-ce1a-433a-ae8d-8f90e382ba63,TCGA-A8-A07W-01A-01-BSA.0f13b36e-14b4-4e59-8800-2e8d86b08079.svs,Tissue Slide,5d1a5545-6934-41e5-b41b-8e0ee88e6ec6
02bed00f-bef7-4fb7-b243-540354990e45,f2f63959-ff1b-4bec-88f8-fbe591c1176c,TCGA-A2-A0T1-01A-02-BSB.3bba2447-a52a-4ed3-88b5-c91124ecbcac.svs,Tissue Slide,c90925f3-2126-478f-b0d4-f3b2c50cfbf9
05506f4c-e701-4a9d-ae06-97f066aade43,fc73a031-4820-4e2b-a481-deef427a2206,TCGA-AN-A0AT-01Z-00-DX1.DFD68CD2-C25E-47BE-BC06-8CE3C657B9FD.svs,Diagnostic Slide,2e8bf886-a557-4563-88fc-c347e9108d9e
0685edd2-ce1c-4e0e-8dda-393139af4223,0b8fd600-aaae-444f-923d-c605f4ded9a7,TCGA-AO-A03U-01B-02-BSB.dcb167f4-c3ab-4dcc-8f40-41c4ce453847.svs,Tissue Slide,dfb7fb86-5f46-4666-a008-395aa0881267
0685edd2-ce1c-4e0e-8dda-393139af4223,0baa0917-5f94-46d8-b490-cfec99530637,TCGA-AO-A03U-01Z-00-DX1.AE2B55F3-8BA1-4546-82B7-4D2292BE1C78.svs,Diagnostic Slide,0e4b5dfa-11c7-49f1-a544-f266f3c6bb09
0741b5db-4405-42ba-b63a-c6ee4f341480,2de9693d-a5b8-424f-92c2-1b4e36ae5e85,TCGA-BH-A1EY-11A-03-TSC.5e79a2b7-1ab9-4505-8912-3e74e79f7e84.svs,Tissue Slide,1c3d40a4-d17b-43ae-9417-58d4580a4bdb
0741b5db-4405-42ba-b63a-c6ee4f341480,a8159a6e-5816-493f-9bd0-5061c6d41866,TCGA-BH-A1EY-01Z-00-DX1.25C3DE1F-C702-4959-8DFA-69EF78AD9307.svs,Diagnostic Slide,092e1117-6c06-43cd-a47e-ed7c6989448a
058dcb78-bed1-40c3-a6c2-a0cc40065531,35700bf4-e8db-4489-be60-a47166ac5f36,TCGA-A2-A0T3-01A-02-TSB.5833680c-4d57-4657-acd7-879e52cfd8c4.svs,Tissue Slide,78f8b01e-292f-4131-a3ef-4f9faec7913a
058dcb78-bed1-40c3-a6c2-a0cc40065531,1cf448aa-3977-4cc1-ac5c-464acd533227,TCGA-A2-A0T3-01Z-00-DX1.5E96BC87-F4FB-4ABA-8D81-FAB7F4A80661.svs,Diagnostic Slide,e3cd135d-b593-47c4-81fc-9a70195b5f1b
03ab1e9f-4918-404d-b178-3a4fd929c5e8,074e1fce-d868-482d-8c87-713c4a64fb8f,TCGA-C8-A137-01Z-00-DX1.87F3775D-A401-4D5E-843F-8FB1D4BE97F8.svs,Diagnostic Slide,9d4aa324-0f4c-4085-9a77-8213f51dc963
077506ea-8f11-405d-bb8e-3c9924fe54d0,05ffdee7-034e-444a-97be-2351616f91a5,TCGA-AR-A5QN-01A-01-TSA.9C7C7262-11B4-4EBA-93EA-2AADAC2710AD.svs,Tissue Slide,3e936c86-fbb5-415d-a657-f96fe5565e34
05af737d-89aa-49b6-97b2-28b8ac8bd2cf,66abb7db-df62-42a3-8213-68715ddfc7ee,TCGA-AC-A62Y-01Z-00-DX1.5075F4DA-488C-40AD-BD73-6DE8953E1864.svs,Diagnostic Slide,7b91f042-35fc-4e69-8d74-4c9369aef706
08306ede-e74b-4be9-b768-7fd98647b6ac,2c7983c8-296c-43f7-a629-36a175b1a061,TCGA-A2-A0T6-01A-01-BSA.b82fe5ae-dafc-45d6-9410-b6ef20725739.svs,Tissue Slide,f05204c8-8301-4117-b826-b5fa194d28d2
03c143e0-d8a1-4d60-a4a3-df0501fc6b6e,1511ad44-0af3-4721-9728-4838d83757b0,TCGA-E9-A1N3-01A-01-TSA.16d2d1ec-d6ab-4fec-98ca-42e0ee333be4.svs,Tissue Slide,a3ac21e2-b92b-4597-a870-8444ddc6b4d6
08de63a2-7b76-43c3-80dc-df748b1d81bc,6b860285-6c8a-4d77-a1a4-13e72faca602,TCGA-A1-A0SQ-01Z-00-DX1.36071264-3407-4224-BCBB-2ED00294569A.svs,Diagnostic Slide,6b0539db-65d8-48bc-80cb-8089508d9354
045c13ef-3db7-4adf-b0a3-23338f0479f3,c1d83f9c-2098-405c-8ac7-e88ff1b24401,TCGA-B6-A0I6-01A-01-TSA.a0ed7f9a-2661-481e-9e7a-b1864f6db4bd.svs,Tissue Slide,14423610-4958-43f4-9a75-1a61c1293024
048549cf-d0a5-4743-a0a1-2004f7cc2b08,7ca1284d-ce7e-4e34-83b8-07ddf5b48e09,TCGA-AC-A3BB-01A-02-TSB.D3B5E14C-97F1-4B49-A5C5-DB8AD007070F.svs,Tissue Slide,2fa19af2-6fa0-4164-a0bb-8524d6085d80
04af44fc-c487-4005-b3cb-cb64815824a2,5a822fc1-4417-4d6b-8e65-09fd83367503,TCGA-B6-A0IO-01Z-00-DX1.D8898C30-4016-4983-9359-5C1507C01715.svs,Diagnostic Slide,110c2f1c-6a8e-4bcd-85a1-dfb103c5fe65
04af44fc-c487-4005-b3cb-cb64815824a2,21c5c34f-96c6-400f-82ad-a20ce4bbfc00,TCGA-B6-A0IO-01A-01-TSA.c6600460-c39d-405c-80e9-1770d89e2716.svs,Tissue Slide,476b6ab5-f108-4280-9d53-7eb75fe17e4a
09c2bc35-c21f-4aa4-ac30-0d8db02ad811,8515f6c9-a30b-4900-929e-5c8819e5d25a,TCGA-A8-A09Q-01A-01-TS1.d65e2efa-2d03-4fc4-924c-a87a612ec8d1.svs,Tissue Slide,6f8b48ba-ef24-4d33-a0c3-bc900a6c8cd2
09d6e904-7184-4788-8a19-04f8c46cb13f,5b515b24-fbce-4287-ae01-2dd8b650a530,TCGA-BH-AB28-11A-01-TSA.D6EDA1EA-137E-4805-B684-6654B192505B.svs,Tissue Slide,bb128895-972c-48ab-8cb4-ffa9e6448692
09d6e904-7184-4788-8a19-04f8c46cb13f,fc58fcaf-c3da-4b90-9676-e75f51822990,TCGA-BH-AB28-01A-03-TSC.7D127A8E-15E8-46A4-9AE3-745856817482.svs,Tissue Slide,b884af8f-ff0c-4cac-9a26-f4f27b35f8e7
09d6e904-7184-4788-8a19-04f8c46cb13f,ebed1abb-0e9c-45d0-a0bf-89f5a4f368a2,TCGA-BH-AB28-11A-03-TSC.1D865873-15C1-4FA4-BC39-877BB3D03B55.svs,Tissue Slide,bb128895-972c-48ab-8cb4-ffa9e6448692
00a2d166-78c9-4687-a195-3d6315c27574,2ef324e9-8032-4b1c-9552-60e892285f85,TCGA-AN-A0AM-01Z-00-DX1.169CE39A-DD54-46D8-8D03-60B69A473CDB.svs,Diagnostic Slide,ee8a64a7-c37c-4a66-9091-1b8b09dcbdde
00b11ca8-8540-4a3d-b602-ec754b00230b,2c9c1bbe-dc6e-44ca-848e-3eb33ed5f914,TCGA-LL-A440-01A-01-TSA.7F50766F-CBFA-40A8-8B9D-3F8CFE42210C.svs,Tissue Slide,e0630a0d-d4aa-4c20-87ea-441ea60e6cfe
00b11ca8-8540-4a3d-b602-ec754b00230b,16923b13-722b-4b2a-8364-20592da16f73,TCGA-LL-A440-01Z-00-DX1.6E031FD6-236C-49FA-B920-4CB120C59037.svs,Diagnostic Slide,77ff059d-7807-4cf1-88cd-a2da005167eb
011b9b2d-ebe5-42bf-9662-d922faccc7a1,24ef3a73-0ea5-4a7b-8986-09b1e9000f8c,TCGA-A7-A26E-01B-05-BS5.AF4878FB-892F-4907-B59C-8AA0E7630A1A.svs,Tissue Slide,e716eb8a-dccd-4f17-9bdc-e64dc2f0fd69
01263518-5f7c-49dc-8d7e-84b0c03a6a63,7ccc5a5b-d3f1-46da-8540-d8fbb7c6c06e,TCGA-A8-A07W-01A-01-TSA.eae41004-b3f5-4528-9e95-cbda9ea764c1.svs,Tissue Slide,5d1a5545-6934-41e5-b41b-8e0ee88e6ec6
01263518-5f7c-49dc-8d7e-84b0c03a6a63,a3119d3a-4666-4e42-a38f-14d6746a370c,TCGA-A8-A07W-01Z-00-DX1.5970CF33-D675-4AF4-800F-7182AA1A44A6.svs,Diagnostic Slide,154e5ac5-ccdf-48bb-909b-2aacb63ca385
0130d616-885e-4a6c-9d03-2f17dd692a05,96f45c1d-a11a-428d-8160-f4a1b78d03b6,TCGA-D8-A1XY-01Z-00-DX2.33D96E5C-5291-4864-B282-8BACA2043586.svs,Diagnostic Slide,37cc2cf6-b57d-4f29-8e50-a5fb2b81826e
01674b2c-5cf2-478f-84a1-f69c39f47bd4,605b7109-bd06-4b3b-8970-d8680c331b14,TCGA-EW-A1P7-01Z-00-DX1.97575C9F-C318-45A5-A4B7-1A902B93FA3F.svs,Diagnostic Slide,d8484655-4bd0-4722-8efd-f5a117db3d1e
01b9f68b-4de4-4374-b4f2-8a0685e18153,092a3224-3d89-4028-bff6-a6b36cd5e5bc,TCGA-AC-A5EI-01A-01-TS1.E9D4BF46-3610-41CF-9CAF-DADF59D61F97.svs,Tissue Slide,e2ef5d26-f3ee-4f1f-9553-9239548b57d2
01b9f68b-4de4-4374-b4f2-8a0685e18153,449e8673-9900-43fb-8ee4-dde858568ea0,TCGA-AC-A5EI-01Z-00-DX1.A174D91A-730E-460C-AE73-46CA1E5B177B.svs,Diagnostic Slide,56f203fb-54aa-41b5-a7fc-2ceb0ab403ea
01eef340-598c-4205-a990-cec190ac2ca5,d785a695-0a0e-43b4-9cc3-e8515079411d,TCGA-B6-A0IQ-01A-01-BSA.cef99d47-96e6-4c8c-bb01-9b94425206af.svs,Tissue Slide,183a47b2-1b00-4a72-adeb-f35b55692ee1
