CASE_UUID,FILE_UUID,FILE_NAME,EXPERIMENTAL_STRATEGY,SAMPLE_UUID
17ca61a2-607a-45ff-88fa-ef72e80bf891,c1d62c39-f3ab-47d3-b654-8b6285cd97a3,5a3d1b74-f904-44ef-94a0-b38291e30be6.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,7ea6d404-9d2c-4b69-ac8b-d9ccd2d6cc65
13ca97a1-75bb-4a49-b8c3-181e5b2c9e86,1d7e99d8-052d-491a-8088-91cb0790cb17,a37d7ef3-0840-4114-acec-ce9e29bb54e9.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,8b5c92b7-52d5-4859-926f-f1264e9c1650
01674b2c-5cf2-478f-84a1-f69c39f47bd4,dbdaac00-02bf-41e0-8d54-734273e10baa,bf858293-b533-4a73-ac9b-568109ba05d4.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,3d164bd9-7416-47af-a102-29954e3efe2c
14d1d84e-99e1-41ad-8892-3b4da3d4f948,ae72486a-e98c-4d72-b172-085d5b79df2c,b5e84055-487f-467a-9bc4-bd59ec82f183.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,6adbf536-e89b-4148-8ed6-9b9117f78c64
189e1f27-7738-413a-a4d4-97d41d592a13,59f472a7-ce4f-4d3a-9193-8b3a4500d52b,b73f749f-eafa-460d-b921-f12e7f8d6609.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,91d2288c-0d88-4a49-a0e4-0a7d2a95ccc6
02bbb632-0f7f-439d-b8f0-c86a06237424,fde3b574-b9be-4dc2-a5ae-aaab8a0bbd26,ca9d1ab5-ea78-46f4-9225-8147639d013c.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,7e2ed541-38ee-473f-ac5d-3cae6f5d9a56
1a18974d-967c-4727-b42e-12ae7be66589,4004cdd0-51fa-4330-bd03-5448f6c7b787,bce4dcd7-d9e8-408a-8ab0-f993f9297a68.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,ca3c9a05-88b7-4d99-abd5-fc557e3929a0
17c1d42c-cb84-4655-a4cd-b54bae17ecaf,e22bc31b-332f-45a1-b17c-c747179abe61,b1366128-6ab0-4205-ae2b-a854e8ad45bf.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,3a36b403-ea38-49f9-9c28-710c5d141164
02e6f999-24f2-4ad2-9b92-df3ee2b082e5,8ced7ce3-86ec-4bc8-afce-8fcfb06d8be4,d1adf0be-5afe-4df7-8f88-dbf7521bcdac.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,3182e60d-be44-4f03-ba0c-431e0c1f1d5e
0741b5db-4405-42ba-b63a-c6ee4f341480,891873c8-bb26-4215-9281-a79be2651f11,c9dffad1-99e8-40b8-8954-1e50b98a1a55.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,14193a12-5601-4f0c-90aa-ecd24d6ac41b
05506f4c-e701-4a9d-ae06-97f066aade43,4dd3d7e2-8a60-41e8-8812-a06f413afe2b,49ec7f30-d687-4124-a3aa-17bffb48ce26.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,b2905a3f-810b-4e74-af5c-42d513d91746
08306ede-e74b-4be9-b768-7fd98647b6ac,a73c6624-c462-4c25-94bf-58769257c6dc,34a0c8c5-8086-4f33-9ecb-7518035a4a7f.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,f05204c8-8301-4117-b826-b5fa194d28d2
045c13ef-3db7-4adf-b0a3-23338f0479f3,1051db4c-40a5-4a98-a239-d96c986aa349,691c297b-b48d-4e65-84d4-cb4fcdf03fc0.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,14423610-4958-43f4-9a75-1a61c1293024
0930e97a-72ea-4bd5-b2f0-50c76af695f3,1a000feb-3b71-4f95-8b39-68ec25b64d96,30a67cbd-940c-40c4-9f86-a8ba9fe63177.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,281f2be7-7fb2-46f2-9a4a-033db48329a1
09a5e9fd-d816-4f8c-baa9-0e40ba607b16,4ed31cce-6d4f-4c79-a4e4-80eaedd1c4d2,5b6b8058-474f-4a6a-84c6-0eab99e3b2d3.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,b1379238-cffe-492c-acaa-f8f0b0f733ff
08da7c4c-3067-4bcf-9d7a-78566df72e69,6c908d24-e571-436a-9a06-705c294ba5d7,9ba7cd75-a96c-4220-9f57-c9f0fb545a95.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,270be245-2239-4e96-a917-79cca40868ba
09d6e904-7184-4788-8a19-04f8c46cb13f,6c7f9fc6-3dba-4605-9f0c-d4f00095352f,4ee78309-dea3-486f-95a8-ca283a1b70d9.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,b884af8f-ff0c-4cac-9a26-f4f27b35f8e7
0a2a3529-f645-4967-9a58-89ee20b8bb62,ecbec59f-397d-493c-a5f6-0dd47aea96ae,343a3d35-e60e-4326-bbf8-2bf722c22ccc.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,28462438-fe47-4880-82d9-ee43d534d8a3
00a2d166-78c9-4687-a195-3d6315c27574,e14858ca-8bb5-4d6d-906c-5d62722d90f8,fd6f4c9b-ee43-4939-8cfa-2e447aedbcf3.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,2e4b5ba3-ccc8-40f6-80ac-edaea1685204
011b9b2d-ebe5-42bf-9662-d922faccc7a1,2b519fff-dd2a-458e-ac2b-573167aeb7f2,a02fb212-a6cc-40b2-9d31-481fc1ce0911.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,d6023f30-0d07-4839-98d1-0b22b366cc51
011b9b2d-ebe5-42bf-9662-d922faccc7a1,a5c799bc-1332-4127-8fda-84da04084d25,de01516e-43f0-4f96-8ac6-ab543a314829.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,e716eb8a-dccd-4f17-9bdc-e64dc2f0fd69
1d75e89d-4b01-443c-be54-749c7a667bf4,0e3cf07b-2cea-4ce7-a8f0-c8dc7d3db7a7,c469b31e-857a-4ac6-9a45-978c99391d9d.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,e5c7ea3c-3aaa-4409-b10b-372f2f8e30f6
16368c32-2118-4fcf-8693-6c89995e49d8,d5330be0-9f72-4be5-9139-8503aa4d00b4,0a133c47-fae8-4e3b-8f4d-cbf357f5e2fc.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,c5181ae5-bd05-459f-920d-26bd31bd9088
17c1d42c-cb84-4655-a4cd-b54bae17ecaf,76cff555-d8a3-46d1-ac93-12d856adb445,dbd18198-74a5-410d-bf38-08a0ca2fb207.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,1eb11f10-2aca-4ca1-b6fc-bbc97cc485fd
16a8d916-ad46-4690-b1a5-3b2b323f4336,f979b428-649b-42ac-9eae-31ff4daa7b8f,2429f1fd-8612-4944-a405-296a52daec57.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,75103265-c66d-4bd9-8ecf-cfcf66402918
1783cac1-253a-40af-a9ac-48dfb20e1ab8,451ecdf8-433f-4d38-8ab6-3cc8d428ed95,d7eb3fb0-7bfe-4f69-b298-41dde09902e6.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,f0785dc2-a43e-4b59-a21c-ab55c490d441
1347c23d-8d6e-4c15-9461-640249838c96,5aaaf8b5-a75f-4070-93e8-f5b982144638,0c311d42-5038-4408-ac4a-5ffbb02817e4.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,b8348b74-69a1-43b1-a7f5-3ab429378ebb
178b2c48-c07d-422e-ae17-8bcfd996ad51,440bdce7-eb0c-4661-b96a-e90d10e230d6,d76cd13a-0481-442a-bfe6-ad322fc3851a.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,d360da4b-c5b4-42e8-96d5-eac486f0ebbd
1549dc64-3dab-43fc-96e9-b07d520957e1,ac88a5c1-caae-4b08-87bc-0dedbe61d996,465928c5-ab56-46ff-acb5-76e36c97ebda.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,7e9145f7-ccff-4132-b2b7-9b992eebebf4
02bbb632-0f7f-439d-b8f0-c86a06237424,e914127b-20a0-4ef1-a614-06b697da648c,526d20dd-9df1-44c4-ab04-82109fafd3a3.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,2c9b563c-6f22-4a54-a232-ce7974b30458
18eb4dfc-556f-4bf3-a411-4780209ed1e0,37939d7d-074b-42b7-8d68-95a8afef4c38,41bdc474-8e6e-4f39-98ec-6d73ee41837c.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,fc1f0ad4-8412-4143-8ebf-fa6592f396e9
1a679332-30a3-4495-a2e5-39d299e14333,f9418a79-3614-41a1-8ab0-c2b4313c6fd4,78142fe5-7a8a-49dd-87b5-6a1e6427893e.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,468b4ab5-9750-4685-a967-184da2cfcdb4
17c1d42c-cb84-4655-a4cd-b54bae17ecaf,e0ec172b-4ad3-43a5-aa90-6d64ebca1a76,24747d11-c715-48f3-821b-f6dbd6a890fb.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,4fcf4afe-40be-40eb-95cb-5b172ed83d11
0f01ec33-00a8-4188-a8f0-e90d46ad9bc7,416c16ea-e15a-474c-95f8-420a57c0e914,a2dc42c7-07df-48a9-9c59-15ac4bcefc7f.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,a0fd8790-8db2-4a4f-8fd6-657b263e1579
000d566c-96c7-4f1c-b36e-fa2222467983,719a8f3a-f346-42e3-b03a-7e68a267162c,65c7436d-873e-4988-853c-3868c7333319.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,bccb7f9d-8dde-45b7-a50d-6c7233239ceb
007f9081-5093-4323-b4f8-cd510bf20705,20ab8ad5-3846-43f0-b04e-62d6960efec3,54bc3281-1146-4c6c-b08b-44b025799592.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,8f105d0d-0630-46fc-8168-dcba11a5197f
00b16434-0b3a-4194-8714-74dccbebe06c,bf7041bb-931d-4b8e-9253-721ca09050db,6c9c0278-d063-47fd-885e-fa19346b2ec0.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,a5bda692-328b-4c6e-9b2a-8c420829bd36
00e41e6a-9fe7-44f9-978b-7b05b179506a,3c068b3c-6de7-4be1-9fcf-3aaebf260652,0b9f0386-8654-4cfc-85af-da5eb0dbbcd0.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,2c85548b-d1fd-4fc8-9908-60205a42e080
00e41e6a-9fe7-44f9-978b-7b05b179506a,f5930cdc-dff6-4a0c-a9b4-c92159863efb,e25f52c4-7269-481c-8362-ff0d8547ffcb.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,56aeaeeb-d549-405a-bf32-e355c2366428
00f0f7dd-71de-4e4f-b4b5-df860324f2e8,18558fbd-7b19-443b-85fe-13062861c228,d6ab40a9-8c37-4b1e-90d2-f431ef00ee68.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,7862fb6e-85d1-4bf3-a0d9-909e558f85be
00f7f9d3-7a34-4a5b-9d19-38810dcabbba,5650e3a4-20cc-4b2f-bcc9-d3f3758e5fb1,cb7e1044-9796-497d-8f96-7ca249fbc62e.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,a48cc32c-2ca7-47d8-a051-d8206db59381
03c15d06-b81e-433c-9de4-906cba91539f,d6b300b1-3e27-492e-90be-b6532a4fc2a9,bdcd68dd-4a7b-423d-a688-a82371a211d5.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,c73b6467-a0df-4a95-8917-34860f04d92b
03c66cf8-bc68-4ee1-a322-689a29b72262,94dcdebb-1fd9-4791-a951-a7d01b62d996,0e7ed98c-47a6-4c1e-9376-98f594f6dd71.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,b8bac212-127d-4eee-8647-3bddc13c9415
0730216b-c201-443c-9092-81e23fd13c6c,508f82a6-c6c1-4452-851c-2e77f4799601,56145606-4305-4b32-a357-00d3f852dd0a.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,16c0bc9a-a8b7-40a1-a6bf-e5acdab022a6
0730216b-c201-443c-9092-81e23fd13c6c,b536d7bd-ac15-4be6-9a01-5df563464879,f87a03c9-e231-4a90-87b3-f234bceff50d.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,5eb42b0e-e7d5-46da-96de-2284c4372228
083cc988-19a5-49b4-97c0-4e7bcc5d5c08,0a7fb2b5-24c0-4eab-bedc-ba84d3c8395e,3063073a-b4df-4017-b15a-bad1c22d3a41.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,95115646-d495-40a4-9770-6700778e4ca9
084ac674-f4cf-4a4a-a6a2-687c05c272ea,338e3c31-5b32-4a5b-9bd1-02c1dc6d8657,e3ce7ed2-4e1c-4e13-bd56-372aa09132ec.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,ea9ee289-5cd5-4e0f-b0b5-b359d19c0df7
0885eb03-de9f-46ba-9c53-fb69c67ab9f0,bf4c0a7c-9e9d-4b84-a8e6-35308b541958,c295bf2b-7e70-40fb-8af7-87616394692b.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,296cc7a9-ad1e-45fc-a702-f100f0400817
08f11bdd-d665-45ab-b1a2-5485d91922c2,d341b396-dcbc-4d64-8776-8c5114f18657,6dfcb1d6-1bc0-45bb-b330-63cefce9fdb1.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,324fafe4-0109-4273-87ea-f0e212b2be84
0aad0abd-750a-400d-a34f-491da996d46c,25263824-33e5-45c3-82a6-8982aea21a55,94ec88ff-4332-47ec-b2bf-3b8a269860d0.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,be645d37-b3e1-4d09-91cb-6231e25aceb8
0af98331-9305-41e9-af55-30390016d65e,86ddb3b5-ecc1-41a0-9719-4a6ffef6624d,0879b7ae-a997-4b0e-aacd-a56a02fe41d2.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,a499bf51-b137-4da9-87a3-d1b1a0f04695
0afa0e02-daae-47e6-9ccb-9de8e4feb73c,4a6ef0d2-cb4a-4e18-bf9c-b2a0ed4261f8,811ad730-2a21-49ca-832a-8ee67c09b51a.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,a31e3626-9e80-467a-986b-a83dc3684ac6
0b5ed938-6ab8-4e76-8558-1d86f3a90dfa,d592ec2a-d77c-4ec6-87c9-8a6642014a10,fbae2522-a784-4273-8219-6d5cfb335ef7.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,b6253de4-a1ca-4c9a-8c82-5c4702009706
0c459149-0dfe-4206-b50b-db79180ebb57,380b15d3-3e0a-4e1c-b3cc-dbb5e999cc8a,aece5c5a-2cca-445a-82ed-90a01e343211.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,45db5303-bbab-4f8c-a2a2-9a9a9bfa2fd1
0d498226-e22a-44a4-9ef8-1da8e83fa55b,08146401-044e-4e12-b952-235e35d0bb32,fe1d216d-3ee4-410b-8ae6-8ce524ef4183.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,f22e8b2d-68dd-4276-b57c-a068ced06ea5
0e747c7e-3621-4d88-847c-86811655d908,2b1b51f8-e257-419d-9a7a-829a27cb0393,912906ef-28c0-4f7d-9a62-320aeb8b173b.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,272e6c54-e3b8-4113-ab8f-a51af3e72972
0fb599ce-5e10-4571-8160-4f5160791a3f,ec633686-3d2b-40d0-94ff-70b4796b28c6,da8bde9d-189b-4ebd-8de0-ae3846270e1f.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,a0a82f7b-1761-4002-b494-3b0887292651
10271d9c-9b9c-4b5f-a845-a0f1bd03af51,d5bc81a0-0cf3-4afc-956a-307546311be4,b1fed475-6216-47f5-8134-588245e9b56c.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,819c66a0-7074-495e-9993-80a858f46b82
105e12bf-4f39-4d7a-870f-fbc329ee210a,bac6a749-6cee-453f-8b4a-da6838108540,7c698459-3673-4c56-862a-7ff7f99914b9.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,64a767b5-953f-4a2b-9df5-10123d3c1981
108dee1e-b27d-4056-a167-261725f548c1,6f96a413-1424-49d4-9ac2-e29f921b607b,33a42134-595f-4ecd-b87b-de1999e10bf9.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,2ef0db46-ec9c-4886-90d2-b16389362529
10fbe481-f111-4f88-ae45-4d67cb265567,2aac852a-1b8a-4d86-aa76-5032fa36d5ba,dd93ce26-ccd5-4cfb-a9b3-a469dc53ed9e.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,190ef71a-5b5d-4009-b707-68f10147cb65
1122fa92-0073-4f59-9880-3f1a34620758,660291e7-6339-4740-ad7e-a63a8144374f,535058f3-6368-485f-8cb1-c57d96cf3d38.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,778ff135-105c-4389-ab7a-4e5bee6a9de0
11882dac-3ba3-40fa-8af4-174cba77881a,e7cd26ea-eb55-410c-a6f6-26124ce867bb,e9f8c14b-7d86-4a68-aa19-10588c2c6b1e.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,5937419c-28b9-401a-916a-a86d2e74b9c8
11fb5853-8eeb-4ad8-825d-3eaaf3fa08d6,a846ce2b-ba77-463a-88d9-75041e8024e0,54498dee-7413-4b90-971a-2abd1d9aa5d2.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,aeef0836-305c-465c-a9ca-6c1825353ae7
12d2b93e-a033-4b36-ae81-c15879eb40bd,1e585cda-d2b3-4f0e-bb52-e3ae5952b838,1c37eeeb-2667-4def-840d-74d7b143d413.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,75c3c1c1-0348-49c5-90a8-0f9c5aabe49f
12f225d0-cbff-44eb-9183-bacc7f33b090,3e79cd9e-ecd4-454c-b05e-b35d49cb962c,c495edb5-8924-4cb0-813a-dfa9599da7f1.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,940bbb5c-7280-41ed-9332-47c2072ae072
13ce70a8-785c-4b59-b073-41922cb201f9,27d17d08-c0fe-4f14-bba2-d9db3551c7c9,c3040097-9298-4847-8ba5-03a1c94769d5.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,99a7115e-046b-488e-95d2-48c35bd29867
1426b4bf-f4a5-477c-bbbb-e0e656549764,418d89ca-5818-48b5-8aae-9346dd96af2d,1c6e4a49-5f6a-4987-b79e-ebef96ba4cee.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,90cba332-6646-4eb4-87ce-000ea4a841a4
1426b4bf-f4a5-477c-bbbb-e0e656549764,d80a44a8-6d81-4be0-98a0-48ccec90d4fd,2f785783-9303-4b18-9e87-0c33e65a5de9.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,951c894e-9354-45ad-834a-ffc04441a3a9
14c2819b-9afc-4c89-849f-530e289d55bf,d98c134e-2ac7-4d9e-b949-84ff7eb76f73,497d5553-96c6-4879-9669-4c57ae2b9e18.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,cd8ace8b-2a7d-4de9-82ad-bbae2d028df9
1583aea0-5d69-4165-9bef-d5bfdddf3a65,1e0a3771-f73d-403b-8ecb-00df6fad9158,73c2cb5d-3969-4ca0-a3f5-c983ace7cfec.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,6c728891-8924-4a51-b3ed-f4b83d6c8de4
159b47b2-dc7d-4856-9a00-454e27301e23,fc5b217d-94c4-4a13-96dd-e5a462d2fa27,8aeb13db-fb44-4b22-9f8e-d4b8e6ce1a3e.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,f5243ba4-684d-4401-a1a5-7713bcc9106e
17c0ce0f-8227-4119-9b39-ea8db18f5f4b,c22b4466-8f64-4f58-b664-ff9300d4a05c,7a54f0e2-846a-401d-85c3-e5117e1dd703.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,d3b21774-56e8-4b4e-bcaa-d368ad2edef8
181c6d37-9d8d-4ffa-827b-e3785450ff88,bd12658b-f921-4492-bf17-f2d277c51374,ad47466a-021d-4c58-85cb-00545bd9b9c8.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,ebb062c0-ea5b-48f6-aeee-2674b6dabdec
181c6d37-9d8d-4ffa-827b-e3785450ff88,86c770c7-028d-40fd-85f9-5b7b7821f384,6dffd8c9-848b-46ff-b72a-e30658982fdc.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,d634f5b6-e808-497e-a594-63559645d2a7
186d7f36-4e93-4ab2-bc23-95d5cd296656,579bcb4d-5afe-434b-8f5f-607e02e62ed9,c430a1ad-97af-4ecc-b32b-bc71d720b85f.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq,f9160e70-27f0-4c8c-a667-b24195ad659c
